Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Sampling Matrix,Level of Aggregation,Statistic Name,Number of Samples,Samples Below LOQ,Confidence Interval,Position,Latitude,Longitude,Location Name,Target Population,Adjusted For,Concentration Value (unadjusted),Confidence Interval (unadjusted),IPCheM QC,PulledDate,FileName,QA_Concerns
mono-ethyl phthalate,2306-33-4,SVN,Slovenia,SVN,NA,46.82,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,37.94-57.77,representative,NA,NA,NA,mothers,"age, crt",51.75,41.4-64.69,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,SVK,Slovakia,SVK,NA,52.21,µg/L,2011/09/01-2012/04/24,NA,0.64,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,42.33-64.39,representative,NA,NA,NA,mothers,"age, crt",54.81,43.84-68.51,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,GBR,United Kingdom,GBR,NA,27.39,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,22.11-33.92,representative,NA,NA,NA,mothers,"age, crt",26.75,21.4-33.44,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,BEL,Belgium,BEL,NA,23.41,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,19.63-27.9,representative,NA,NA,NA,children,"age, gender",23.39,19.6-27.91,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,CHE,Switzerland,CHE,NA,17.93,µg/g crt,2011/09/01-2012/04/24,NA,11,Human (Urine),urine,statistic,Geometric Mean,119,30.30%,15.04-21.37,representative,NA,NA,NA,children,"age, gender",18.06,15.14-21.55,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,CYP,Cyprus,CYP,NA,37.25,µg/g crt,2011/09/01-2012/04/24,NA,4,Human (Urine),urine,statistic,Geometric Mean,60,0.00%,29.05-47.76,representative,NA,NA,NA,children,"age, gender",37.25,29.01-47.82,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,CZE,Czech Republic,CZE,NA,32.14,µg/g crt,2011/09/01-2012/04/24,NA,0.64,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,26.96-38.32,representative,NA,NA,NA,children,"age, gender",32.2,26.99-38.43,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,DEU,Germany,DEU,NA,20.45,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,17.15-24.39,representative,NA,NA,NA,children,"age, gender",20.62,17.28-24.6,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,21,µg/g crt,2011/09/01-2012/04/24,NA,0.53,Human (Urine),urine,statistic,Geometric Mean,142,0.00%,17.61-25.04,representative,NA,NA,NA,children,"age, gender",20.93,17.54-24.97,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,ESP,Spain,ESP,NA,198.89,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,166.83-237.12,representative,NA,NA,NA,children,"age, gender",198.93,166.72-237.35,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,HUN,Hungary,HUN,NA,41.55,µg/g crt,2011/09/01-2012/04/24,NA,0.64,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,34.85-49.54,representative,NA,NA,NA,children,"age, gender",41.56,34.83-49.59,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,IRL,Ireland,IRL,NA,38.72,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,32.47-46.16,representative,NA,NA,NA,children,"age, gender",38.66,32.4-46.13,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,LUX,Luxembourg,LUX,NA,24.61,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,59,0.00%,19.19-31.55,representative,NA,NA,NA,children,"age, gender",24.6,19.16-31.58,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,POL,Poland,POL,NA,44.9,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,115,0.00%,37.66-53.54,representative,NA,NA,NA,children,"age, gender",44.86,37.6-53.52,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,PRT,Portugal,PRT,NA,48.06,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,40.31-57.29,representative,NA,NA,NA,children,"age, gender",48.16,40.36-57.46,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,ROU,Romania,ROU,NA,31.65,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,26.55-37.73,representative,NA,NA,NA,children,"age, gender",31.67,26.54-37.79,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,SWE,Sweden,SWE,NA,32.49,µg/g crt,2011/09/01-2012/04/24,NA,0.3,Human (Urine),urine,statistic,Geometric Mean,97,0.00%,27.25-38.73,representative,NA,NA,NA,children,"age, gender",32.56,27.29-38.85,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,SVN,Slovenia,SVN,NA,35.46,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,29.72-42.3,representative,NA,NA,NA,children,"age, gender",35.88,30.07-42.81,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,SVK,Slovakia,SVK,NA,32.7,µg/g crt,2011/09/01-2012/04/24,NA,0.64,Human (Urine),urine,statistic,Geometric Mean,127,0.00%,27.42-38.98,representative,NA,NA,NA,children,"age, gender",32.72,27.42-39.04,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,GBR,United Kingdom,GBR,NA,15.78,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,13.23-18.82,representative,NA,NA,NA,children,"age, gender",15.92,13.34-18.99,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,BEL,Belgium,BEL,NA,32.16,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,26.06-39.68,representative,NA,NA,NA,mothers,age,32.39,26.27-39.92,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,CHE,Switzerland,CHE,NA,28.52,µg/g crt,2011/09/01-2012/04/24,NA,11,Human (Urine),urine,statistic,Geometric Mean,117,25.60%,23.1-35.21,representative,NA,NA,NA,mothers,age,29.1,23.6-35.87,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,CYP,Cyprus,CYP,NA,79.68,µg/g crt,2011/09/01-2012/04/24,NA,4,Human (Urine),urine,statistic,Geometric Mean,59,1.70%,59.28-107.12,representative,NA,NA,NA,mothers,age,79.59,59.21-106.98,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,CZE,Czech Republic,CZE,NA,53.77,µg/g crt,2011/09/01-2012/04/24,NA,0.64,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,43.59-66.33,representative,NA,NA,NA,mothers,age,53.28,43.23-65.68,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,DEU,Germany,DEU,NA,34.46,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,27.92-42.51,representative,NA,NA,NA,mothers,age,34.97,28.37-43.11,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,33.7,µg/g crt,2011/09/01-2012/04/24,NA,0.53,Human (Urine),urine,statistic,Geometric Mean,143,0.00%,27.28-41.64,representative,NA,NA,NA,mothers,age,34.43,27.94-42.45,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,ESP,Spain,ESP,NA,148.03,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,118,0.00%,119.85-182.84,representative,NA,NA,NA,mothers,age,150.83,122.37-185.92,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,HUN,Hungary,HUN,NA,44.7,µg/g crt,2011/09/01-2012/04/24,NA,0.64,Human (Urine),urine,statistic,Geometric Mean,115,0.00%,36.24-55.13,representative,NA,NA,NA,mothers,age,44.15,35.82-54.42,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,IRL,Ireland,IRL,NA,49.91,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,40.49-61.53,representative,NA,NA,NA,mothers,age,50.15,40.69-61.82,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,LUX,Luxembourg,LUX,NA,33.81,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,56,0.00%,25.1-45.53,representative,NA,NA,NA,mothers,age,34.11,25.37-45.85,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,POL,Poland,POL,NA,38.43,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,31.16-47.4,representative,NA,NA,NA,mothers,age,37.94,30.78-46.76,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,PRT,Portugal,PRT,NA,48.31,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,39.18-59.58,representative,NA,NA,NA,mothers,age,48.05,38.98-59.22,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,ROU,Romania,ROU,NA,38.23,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,30.95-47.23,representative,NA,NA,NA,mothers,age,37.34,30.29-46.03,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,SWE,Sweden,SWE,NA,40.57,µg/g crt,2011/09/01-2012/04/24,NA,0.3,Human (Urine),urine,statistic,Geometric Mean,96,0.00%,32.9-50.04,representative,NA,NA,NA,mothers,age,40.69,33.01-50.16,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,SVN,Slovenia,SVN,NA,39.85,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,32.31-49.14,representative,NA,NA,NA,mothers,age,40.17,32.59-49.51,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,SVK,Slovakia,SVK,NA,44.91,µg/g crt,2011/09/01-2012/04/24,NA,0.64,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,36.42-55.37,representative,NA,NA,NA,mothers,age,44.53,36.12-54.89,NA,2020,Democophes_Aggregate.csv,
mono-ethyl phthalate,2306-33-4,GBR,United Kingdom,GBR,NA,24.79,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,20.02-30.7,representative,NA,NA,NA,mothers,age,25.63,20.8-31.6,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,BEL,Belgium,BEL,NA,8.96,µg/L,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,7.54-10.65,representative,NA,NA,NA,children,"age, gender, crt",8.78,7.33-10.51,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,CHE,Switzerland,CHE,NA,5.1,µg/L,2011/09/01-2012/04/24,NA,5,Human (Urine),urine,statistic,Geometric Mean,119,57.10%,4.3-6.06,representative,NA,NA,NA,children,"age, gender, crt",4.84,4.04-5.79,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,CYP,Cyprus,CYP,NA,3.69,µg/L,2011/09/01-2012/04/24,NA,1.9,Human (Urine),urine,statistic,Geometric Mean,60,16.70%,2.89-4.7,representative,NA,NA,NA,children,"age, gender, crt",3.48,2.7-4.49,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,CZE,Czech Republic,CZE,NA,9.06,µg/L,2011/09/01-2012/04/24,NA,1.2,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,7.63-10.76,representative,NA,NA,NA,children,"age, gender, crt",8.32,6.94-9.96,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,DEU,Germany,DEU,NA,6.59,µg/L,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,5.54-7.82,representative,NA,NA,NA,children,"age, gender, crt",6.47,5.4-7.75,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,DNK,Denmark,DNK,NA,7.95,µg/L,2011/09/01-2012/04/24,NA,1.14,Human (Urine),urine,statistic,Geometric Mean,142,2.80%,6.69-9.45,representative,NA,NA,NA,children,"age, gender, crt",7.21,6.02-8.64,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,ESP,Spain,ESP,NA,14.57,µg/L,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,12.25-17.32,representative,NA,NA,NA,children,"age, gender, crt",12.71,10.61-15.23,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,HUN,Hungary,HUN,NA,7.32,µg/L,2011/09/01-2012/04/24,NA,1.2,Human (Urine),urine,statistic,Geometric Mean,117,0.90%,6.17-8.7,representative,NA,NA,NA,children,"age, gender, crt",7.57,6.32-9.07,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,IRL,Ireland,IRL,NA,5.92,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,4.99-7.03,representative,NA,NA,NA,children,"age, gender, crt",5.83,4.87-6.98,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,LUX,Luxembourg,LUX,NA,5.18,µg/L,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,59,0.00%,4.06-6.6,representative,NA,NA,NA,children,"age, gender, crt",4.75,3.68-6.14,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,POL,Poland,POL,NA,9.33,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,115,0.90%,7.86-11.08,representative,NA,NA,NA,children,"age, gender, crt",8.71,7.27-10.43,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,PRT,Portugal,PRT,NA,8.11,µg/L,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,6.82-9.65,representative,NA,NA,NA,children,"age, gender, crt",6.98,5.83-8.36,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,ROU,Romania,ROU,NA,4.14,µg/L,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,119,1.70%,3.49-4.91,representative,NA,NA,NA,children,"age, gender, crt",4.26,3.55-5.1,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,SWE,Sweden,SWE,NA,23.12,µg/L,2011/09/01-2012/04/24,NA,0.3,Human (Urine),urine,statistic,Geometric Mean,97,0.00%,19.42-27.53,representative,NA,NA,NA,children,"age, gender, crt",19.91,16.62-23.85,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,SVN,Slovenia,SVN,NA,7.95,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,6.69-9.45,representative,NA,NA,NA,children,"age, gender, crt",8.34,6.96-9.98,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,SVK,Slovakia,SVK,NA,7.89,µg/L,2011/09/01-2012/04/24,NA,1.2,Human (Urine),urine,statistic,Geometric Mean,127,0.80%,6.65-9.37,representative,NA,NA,NA,children,"age, gender, crt",8.35,6.97-10.0,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,GBR,United Kingdom,GBR,NA,4.15,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,21,0.00%,3.49-4.94,representative,NA,NA,NA,children,"age, gender, crt",3.46,2.89-4.14,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,BEL,Belgium,BEL,NA,6.54,µg/L,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,5.58-7.68,representative,NA,NA,NA,mothers,"age, crt",6.47,5.41-7.74,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,CHE,Switzerland,CHE,NA,3.9,µg/L,2011/09/01-2012/04/24,NA,5,Human (Urine),urine,statistic,Geometric Mean,117,72.60%,3.32-4.58,representative,NA,NA,NA,mothers,"age, crt",3.47,2.9-4.15,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,CYP,Cyprus,CYP,NA,2.39,µg/L,2011/09/01-2012/04/24,NA,1.9,Human (Urine),urine,statistic,Geometric Mean,59,32.20%,1.91-2.99,representative,NA,NA,NA,mothers,"age, crt",2.54,1.97-3.27,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,CZE,Czech Republic,CZE,NA,4.75,µg/L,2011/09/01-2012/04/24,NA,1.2,Human (Urine),urine,statistic,Geometric Mean,117,9.40%,4.05-5.57,representative,NA,NA,NA,mothers,"age, crt",4.62,3.87-5.53,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,DEU,Germany,DEU,NA,4.46,µg/L,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,3.8-5.23,representative,NA,NA,NA,mothers,"age, crt",4.55,3.8-5.44,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,DNK,Denmark,DNK,NA,4.46,µg/L,2011/09/01-2012/04/24,NA,1.14,Human (Urine),urine,statistic,Geometric Mean,143,7.00%,3.8-5.24,representative,NA,NA,NA,mothers,"age, crt",4,3.35-4.79,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,ESP,Spain,ESP,NA,8.45,µg/L,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,118,0.00%,7.2-9.93,representative,NA,NA,NA,mothers,"age, crt",8.53,7.13-10.21,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,HUN,Hungary,HUN,NA,4.34,µg/L,2011/09/01-2012/04/24,NA,1.2,Human (Urine),urine,statistic,Geometric Mean,115,5.20%,3.7-5.09,representative,NA,NA,NA,mothers,"age, crt",4.76,3.98-5.7,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,IRL,Ireland,IRL,NA,3.43,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,2.50%,2.92-4.02,representative,NA,NA,NA,mothers,"age, crt",3.65,3.05-4.36,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,LUX,Luxembourg,LUX,NA,3.55,µg/L,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,56,0.00%,2.83-4.46,representative,NA,NA,NA,mothers,"age, crt",3.15,2.44-4.06,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,POL,Poland,POL,NA,4.55,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.80%,3.88-5.33,representative,NA,NA,NA,mothers,"age, crt",4.49,3.75-5.37,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,PRT,Portugal,PRT,NA,5.61,µg/L,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,117,0.00%,4.78-6.58,representative,NA,NA,NA,mothers,"age, crt",6.11,5.11-7.31,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,ROU,Romania,ROU,NA,2.49,µg/L,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,117,2.60%,2.12-2.93,representative,NA,NA,NA,mothers,"age, crt",2.78,2.32-3.32,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,SWE,Sweden,SWE,NA,13.79,µg/L,2011/09/01-2012/04/24,NA,0.3,Human (Urine),urine,statistic,Geometric Mean,96,0.00%,11.75-16.19,representative,NA,NA,NA,mothers,"age, crt",12.86,10.75-15.38,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,SVN,Slovenia,SVN,NA,4.44,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,3.78-5.21,representative,NA,NA,NA,mothers,"age, crt",4.95,4.13-5.92,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,SVK,Slovakia,SVK,NA,4.41,µg/L,2011/09/01-2012/04/24,NA,1.2,Human (Urine),urine,statistic,Geometric Mean,125,4.80%,3.76-5.18,representative,NA,NA,NA,mothers,"age, crt",4.7,3.93-5.62,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,GBR,United Kingdom,GBR,NA,1.74,µg/L,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,21,14.30%,1.48-2.05,representative,NA,NA,NA,mothers,"age, crt",1.63,1.36-1.95,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,BEL,Belgium,BEL,NA,7.83,µg/g crt,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,125,0.00%,6.62-9.28,representative,NA,NA,NA,children,"age, gender",7.84,6.62-9.29,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,CHE,Switzerland,CHE,NA,4.64,µg/g crt,2011/09/01-2012/04/24,NA,5,Human (Urine),urine,statistic,Geometric Mean,119,57.10%,3.92-5.49,representative,NA,NA,NA,children,"age, gender",4.65,3.92-5.51,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,CYP,Cyprus,CYP,NA,3.33,µg/g crt,2011/09/01-2012/04/24,NA,1.9,Human (Urine),urine,statistic,Geometric Mean,60,16.70%,2.62-4.23,representative,NA,NA,NA,children,"age, gender",3.33,2.62-4.23,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,CZE,Czech Republic,CZE,NA,8.47,µg/g crt,2011/09/01-2012/04/24,NA,1.2,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,7.15-10.02,representative,NA,NA,NA,children,"age, gender",8.48,7.15-10.05,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,DEU,Germany,DEU,NA,5.82,µg/g crt,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,4.92-6.89,representative,NA,NA,NA,children,"age, gender",5.88,4.97-6.97,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,DNK,Denmark,DNK,NA,7.54,µg/g crt,2011/09/01-2012/04/24,NA,1.14,Human (Urine),urine,statistic,Geometric Mean,142,2.80%,6.37-8.93,representative,NA,NA,NA,children,"age, gender",7.5,6.33-8.89,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,ESP,Spain,ESP,NA,13.89,µg/g crt,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,119,0.00%,11.73-16.45,representative,NA,NA,NA,children,"age, gender",13.9,11.73-16.47,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,HUN,Hungary,HUN,NA,6.69,µg/g crt,2011/09/01-2012/04/24,NA,1.2,Human (Urine),urine,statistic,Geometric Mean,117,0.90%,5.65-7.92,representative,NA,NA,NA,children,"age, gender",6.7,5.65-7.94,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,IRL,Ireland,IRL,NA,5.39,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,4.55-6.38,representative,NA,NA,NA,children,"age, gender",5.4,4.56-6.4,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,LUX,Luxembourg,LUX,NA,4.75,µg/g crt,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,59,0.00%,3.74-6.03,representative,NA,NA,NA,children,"age, gender",4.74,3.73-6.02,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,POL,Poland,POL,NA,8.93,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,115,0.90%,7.54-10.57,representative,NA,NA,NA,children,"age, gender",8.92,7.53-10.57,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,PRT,Portugal,PRT,NA,7.76,µg/g crt,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,116,0.00%,6.55-9.18,representative,NA,NA,NA,children,"age, gender",7.77,6.56-9.2,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,ROU,Romania,ROU,NA,3.76,µg/g crt,2011/09/01-2012/04/24,NA,0.2,Human (Urine),urine,statistic,Geometric Mean,119,1.70%,3.18-4.45,representative,NA,NA,NA,children,"age, gender",3.76,3.17-4.45,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,SWE,Sweden,SWE,NA,22.47,µg/g crt,2011/09/01-2012/04/24,NA,0.3,Human (Urine),urine,statistic,Geometric Mean,97,0.00%,18.98-26.61,representative,NA,NA,NA,children,"age, gender",22.49,18.98-26.65,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,SVN,Slovenia,SVN,NA,7.01,µg/g crt,2011/09/01-2012/04/24,NA,0.5,Human (Urine),urine,statistic,Geometric Mean,120,0.00%,5.92-8.31,representative,NA,NA,NA,children,"age, gender",6.92,5.84-8.2,NA,2020,Democophes_Aggregate.csv,
mono-benzyl phthalate,2528-16-7,SVK,Slovakia,SVK,NA,6.86,µg/g crt,2011/09/01-2012/04/24,NA,1.2,Human (Urine),urine,statistic,Geometric Mean,127,0.80%,5.8-8.13,representative,NA,NA,NA,children,"age, gender",6.89,5.82-8.17,NA,2020,Democophes_Aggregate.csv,
