Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Sampling Matrix,Level of Aggregation,Statistic Name,Number of Samples,Standard Deviation,Standard Error,Mean Confidence Interval,Geometric Mean Confidence Interval,Position,Latitude,Longitude,Location Name,Determinant Name,Determinant Value,IPCheM QC,PulledDate,FileName,QA_Concerns
rhodium,7440-16-6,ITA,Italy,ITA,NA,7.5,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Minimum,953,7.27,0.2355,18.45-19.37,16.84-17.82,representative,NA,NA,NA,Sex,Male,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,45.99,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Maximum,953,7.27,0.2355,18.45-19.37,16.84-17.82,representative,NA,NA,NA,Sex,Male,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,18.91,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Mean,953,7.27,0.2355,18.45-19.37,16.84-17.82,representative,NA,NA,NA,Sex,Male,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,17.33,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,953,7.27,0.2355,18.45-19.37,16.84-17.82,representative,NA,NA,NA,Sex,Male,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,7.5,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,5 Percentile,243,7.598,0.4874,18.09-20.01,16.45-18.41,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,7.5,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,10 Percentile,243,7.598,0.4874,18.09-20.01,16.45-18.41,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,16.035,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,25 Percentile,243,7.598,0.4874,18.09-20.01,16.45-18.41,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,18.2453,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,50 Percentile,243,7.598,0.4874,18.09-20.01,16.45-18.41,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,23.0609,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,75 Percentile,243,7.598,0.4874,18.09-20.01,16.45-18.41,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,28.6136,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,90 Percentile,243,7.598,0.4874,18.09-20.01,16.45-18.41,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,32.2406,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,95 Percentile,243,7.598,0.4874,18.09-20.01,16.45-18.41,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,7.5,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Minimum,243,7.598,0.4874,18.09-20.01,16.45-18.41,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,51.92,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Maximum,243,7.598,0.4874,18.09-20.01,16.45-18.41,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,19.05,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Mean,243,7.598,0.4874,18.09-20.01,16.45-18.41,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,17.4,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,243,7.598,0.4874,18.09-20.01,16.45-18.41,representative,NA,NA,NA,Smoking,Ex,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,7.5,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,5 Percentile,831,7.552,0.262,19.4-20.43,17.78-18.86,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,7.5,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,10 Percentile,831,7.552,0.262,19.4-20.43,17.78-18.86,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,16.2084,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,25 Percentile,831,7.552,0.262,19.4-20.43,17.78-18.86,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,19.223,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,50 Percentile,831,7.552,0.262,19.4-20.43,17.78-18.86,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,24.4223,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,75 Percentile,831,7.552,0.262,19.4-20.43,17.78-18.86,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,29.5579,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,90 Percentile,831,7.552,0.262,19.4-20.43,17.78-18.86,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,32.4209,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,95 Percentile,831,7.552,0.262,19.4-20.43,17.78-18.86,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,7.5,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Minimum,831,7.552,0.262,19.4-20.43,17.78-18.86,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,59.34,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Maximum,831,7.552,0.262,19.4-20.43,17.78-18.86,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,19.91,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Mean,831,7.552,0.262,19.4-20.43,17.78-18.86,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,18.31,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,831,7.552,0.262,19.4-20.43,17.78-18.86,representative,NA,NA,NA,Smoking,No,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,7.5,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,5 Percentile,315,6.893,0.3884,18.07-19.6,16.6-18.23,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,7.5,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,10 Percentile,315,6.893,0.3884,18.07-19.6,16.6-18.23,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,15.8907,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,25 Percentile,315,6.893,0.3884,18.07-19.6,16.6-18.23,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,18.5478,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,50 Percentile,315,6.893,0.3884,18.07-19.6,16.6-18.23,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,22.89,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,75 Percentile,315,6.893,0.3884,18.07-19.6,16.6-18.23,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,27.0141,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,90 Percentile,315,6.893,0.3884,18.07-19.6,16.6-18.23,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,29.834,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,95 Percentile,315,6.893,0.3884,18.07-19.6,16.6-18.23,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,7.5,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Minimum,315,6.893,0.3884,18.07-19.6,16.6-18.23,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,40.67,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Maximum,315,6.893,0.3884,18.07-19.6,16.6-18.23,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,18.84,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Mean,315,6.893,0.3884,18.07-19.6,16.6-18.23,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
rhodium,7440-16-6,ITA,Italy,ITA,NA,17.39,ng/L,2008-2010,15,NA,Human (Blood),Whole Blood,statistic,Geometric Mean,315,6.893,0.3884,18.07-19.6,16.6-18.23,representative,NA,NA,NA,Smoking,Yes,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0121,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,5 Percentile,1344,0.07024,0.001916,0.03-0.037,0.025-0.026,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0142,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,10 Percentile,1344,0.07024,0.001916,0.03-0.037,0.025-0.026,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0181,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,25 Percentile,1344,0.07024,0.001916,0.03-0.037,0.025-0.026,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0242,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,50 Percentile,1344,0.07024,0.001916,0.03-0.037,0.025-0.026,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0342,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,75 Percentile,1344,0.07024,0.001916,0.03-0.037,0.025-0.026,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0504,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,90 Percentile,1344,0.07024,0.001916,0.03-0.037,0.025-0.026,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0708,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,95 Percentile,1344,0.07024,0.001916,0.03-0.037,0.025-0.026,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.003,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Minimum,1344,0.07024,0.001916,0.03-0.037,0.025-0.026,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,1.789,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Maximum,1344,0.07024,0.001916,0.03-0.037,0.025-0.026,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.03348,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Mean,1344,0.07024,0.001916,0.03-0.037,0.025-0.026,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.02563,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Geometric Mean,1344,0.07024,0.001916,0.03-0.037,0.025-0.026,representative,NA,NA,NA,NA,NA,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0125,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,5 Percentile,479,0.0844,0.003857,0.027-0.042,0.025-0.028,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0142,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,10 Percentile,479,0.0844,0.003857,0.027-0.042,0.025-0.028,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0184,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,25 Percentile,479,0.0844,0.003857,0.027-0.042,0.025-0.028,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0242,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,50 Percentile,479,0.0844,0.003857,0.027-0.042,0.025-0.028,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.035,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,75 Percentile,479,0.0844,0.003857,0.027-0.042,0.025-0.028,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.05,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,90 Percentile,479,0.0844,0.003857,0.027-0.042,0.025-0.028,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0721,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,95 Percentile,479,0.0844,0.003857,0.027-0.042,0.025-0.028,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.003,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Minimum,479,0.0844,0.003857,0.027-0.042,0.025-0.028,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,1.789,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Maximum,479,0.0844,0.003857,0.027-0.042,0.025-0.028,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.03466,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Mean,479,0.0844,0.003857,0.027-0.042,0.025-0.028,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.02615,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Geometric Mean,479,0.0844,0.003857,0.027-0.042,0.025-0.028,representative,NA,NA,NA,Age,18-35,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0123,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,5 Percentile,558,0.06716,0.002843,0.027-0.038,0.024-0.027,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0142,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,10 Percentile,558,0.06716,0.002843,0.027-0.038,0.024-0.027,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0183,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,25 Percentile,558,0.06716,0.002843,0.027-0.038,0.024-0.027,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0242,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,50 Percentile,558,0.06716,0.002843,0.027-0.038,0.024-0.027,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0342,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,75 Percentile,558,0.06716,0.002843,0.027-0.038,0.024-0.027,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0504,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,90 Percentile,558,0.06716,0.002843,0.027-0.038,0.024-0.027,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.065,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,95 Percentile,558,0.06716,0.002843,0.027-0.038,0.024-0.027,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.009,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Minimum,558,0.06716,0.002843,0.027-0.038,0.024-0.027,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,1.51,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Maximum,558,0.06716,0.002843,0.027-0.038,0.024-0.027,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.03237,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Mean,558,0.06716,0.002843,0.027-0.038,0.024-0.027,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.02549,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Geometric Mean,558,0.06716,0.002843,0.027-0.038,0.024-0.027,representative,NA,NA,NA,Age,36-50,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0101,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,5 Percentile,307,0.04808,0.002744,0.028-0.039,0.023-0.027,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.013,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,10 Percentile,307,0.04808,0.002744,0.028-0.039,0.023-0.027,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0173,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,25 Percentile,307,0.04808,0.002744,0.028-0.039,0.023-0.027,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0225,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,50 Percentile,307,0.04808,0.002744,0.028-0.039,0.023-0.027,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0329,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,75 Percentile,307,0.04808,0.002744,0.028-0.039,0.023-0.027,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0516,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,90 Percentile,307,0.04808,0.002744,0.028-0.039,0.023-0.027,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0853,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,95 Percentile,307,0.04808,0.002744,0.028-0.039,0.023-0.027,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.007,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Minimum,307,0.04808,0.002744,0.028-0.039,0.023-0.027,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.617,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Maximum,307,0.04808,0.002744,0.028-0.039,0.023-0.027,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.03367,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Mean,307,0.04808,0.002744,0.028-0.039,0.023-0.027,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0251,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Geometric Mean,307,0.04808,0.002744,0.028-0.039,0.023-0.027,representative,NA,NA,NA,Age,51-65,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0124,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,5 Percentile,572,0.06944,0.002903,0.03-0.042,0.026-0.029,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0142,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,10 Percentile,572,0.06944,0.002903,0.03-0.042,0.026-0.029,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0192,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,25 Percentile,572,0.06944,0.002903,0.03-0.042,0.026-0.029,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0256,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,50 Percentile,572,0.06944,0.002903,0.03-0.042,0.026-0.029,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0389,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,75 Percentile,572,0.06944,0.002903,0.03-0.042,0.026-0.029,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0557,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,90 Percentile,572,0.06944,0.002903,0.03-0.042,0.026-0.029,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0776,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,95 Percentile,572,0.06944,0.002903,0.03-0.042,0.026-0.029,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.007,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Minimum,572,0.06944,0.002903,0.03-0.042,0.026-0.029,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,1.51,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Maximum,572,0.06944,0.002903,0.03-0.042,0.026-0.029,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0362,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Mean,572,0.06944,0.002903,0.03-0.042,0.026-0.029,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.02773,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,Geometric Mean,572,0.06944,0.002903,0.03-0.042,0.026-0.029,representative,NA,NA,NA,Alcohol,No,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0115,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,5 Percentile,743,0.07208,0.002644,0.026-0.037,0.023-0.025,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0142,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,10 Percentile,743,0.07208,0.002644,0.026-0.037,0.023-0.025,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0174,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,25 Percentile,743,0.07208,0.002644,0.026-0.037,0.023-0.025,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0218,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,50 Percentile,743,0.07208,0.002644,0.026-0.037,0.023-0.025,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.03,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,75 Percentile,743,0.07208,0.002644,0.026-0.037,0.023-0.025,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0474,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,90 Percentile,743,0.07208,0.002644,0.026-0.037,0.023-0.025,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
thallium,7440-28-0,ITA,Italy,ITA,NA,0.0658,ug/L,2008-2010,0.005,NA,Human (Blood),Serum,statistic,95 Percentile,743,0.07208,0.002644,0.026-0.037,0.023-0.025,representative,NA,NA,NA,Alcohol,Yes,NA,2020,PROBE_Aggregate.csv,
