Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Analysed Fraction,Level of Aggregation,Statistic Name,Number of Samples,Number of Non Detects,Standard Deviation,Position,Latitude,Longitude,Location Name,Region,Determinant Name,Determinant Value,Study,IPCheM QC,PulledDate,FileName,QA_Concerns
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,111.11,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,56,9,16.19,representative,NA,NA,NA,Industrial area,Maternal age,25-30 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,31.56,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,50,3,16.83,representative,NA,NA,NA,Industrial area,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,2.35,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,50,3,16.83,representative,NA,NA,NA,Industrial area,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,14.54,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,50,3,16.83,representative,NA,NA,NA,Industrial area,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,22.29,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,50,3,16.83,representative,NA,NA,NA,Industrial area,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,26.46,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,50,3,16.83,representative,NA,NA,NA,Industrial area,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,38.1,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,50,3,16.83,representative,NA,NA,NA,Industrial area,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,51.67,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,50,3,16.83,representative,NA,NA,NA,Industrial area,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,87.24,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,50,3,16.83,representative,NA,NA,NA,Industrial area,Maternal age,30-35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,10.6,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,18,9,8.33,representative,NA,NA,NA,Industrial area,Maternal age,<25 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,2.55,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,18,9,8.33,representative,NA,NA,NA,Industrial area,Maternal age,<25 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,2.81,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,18,9,8.33,representative,NA,NA,NA,Industrial area,Maternal age,<25 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,4.39,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,18,9,8.33,representative,NA,NA,NA,Industrial area,Maternal age,<25 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,9.3,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,18,9,8.33,representative,NA,NA,NA,Industrial area,Maternal age,<25 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,13.51,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,18,9,8.33,representative,NA,NA,NA,Industrial area,Maternal age,<25 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,18.35,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,18,9,8.33,representative,NA,NA,NA,Industrial area,Maternal age,<25 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,36.76,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,18,9,8.33,representative,NA,NA,NA,Industrial area,Maternal age,<25 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,40.94,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,10,0,16.67,representative,NA,NA,NA,Industrial area,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,24.32,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,10,0,16.67,representative,NA,NA,NA,Industrial area,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,26.55,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,10,0,16.67,representative,NA,NA,NA,Industrial area,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,33.17,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,10,0,16.67,representative,NA,NA,NA,Industrial area,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,35.71,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,10,0,16.67,representative,NA,NA,NA,Industrial area,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,40.47,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,10,0,16.67,representative,NA,NA,NA,Industrial area,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,69.43,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,10,0,16.67,representative,NA,NA,NA,Industrial area,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,81.25,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,10,0,16.67,representative,NA,NA,NA,Industrial area,Maternal age,≥35 years,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,31.6,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,21,2,21.89,representative,NA,NA,NA,Industrial area,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,4.14,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,21,2,21.89,representative,NA,NA,NA,Industrial area,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,11.9,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,21,2,21.89,representative,NA,NA,NA,Industrial area,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,19.87,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,21,2,21.89,representative,NA,NA,NA,Industrial area,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,25,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,21,2,21.89,representative,NA,NA,NA,Industrial area,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,36.17,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,21,2,21.89,representative,NA,NA,NA,Industrial area,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,57.6,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,21,2,21.89,representative,NA,NA,NA,Industrial area,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,87.24,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,21,2,21.89,representative,NA,NA,NA,Industrial area,Maternal education,Higher education,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,23.83,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,114,19,16.47,representative,NA,NA,NA,Industrial area,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,2.35,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,114,19,16.47,representative,NA,NA,NA,Industrial area,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,5,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,114,19,16.47,representative,NA,NA,NA,Industrial area,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,13.7,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,114,19,16.47,representative,NA,NA,NA,Industrial area,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,21.68,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,114,19,16.47,representative,NA,NA,NA,Industrial area,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,33.17,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,114,19,16.47,representative,NA,NA,NA,Industrial area,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,40.54,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,114,19,16.47,representative,NA,NA,NA,Industrial area,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,111.11,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,114,19,16.47,representative,NA,NA,NA,Industrial area,Maternal education,Secondary school or lower,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,28.81,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,94,9,18.84,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,2.35,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,94,9,18.84,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,10.07,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,94,9,18.84,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,18.03,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,94,9,18.84,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,24.52,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,94,9,18.84,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,36.76,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,94,9,18.84,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,50,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,94,9,18.84,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,111.11,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,94,9,18.84,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,18.5-25 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,16.31,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,21,6,8.9,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,3.76,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,21,6,8.9,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,4.39,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,21,6,8.9,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,6.85,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,21,6,8.9,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,15.87,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,21,6,8.9,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,23.15,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,21,6,8.9,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,25.58,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,21,6,8.9,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,32.91,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,21,6,8.9,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,25-30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,14.53,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,6,1,7.61,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,3.23,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,6,1,7.61,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,3.23,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,6,1,7.61,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,7.77,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,6,1,7.61,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,16.6,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,6,1,7.61,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,19.87,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,6,1,7.61,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,23.08,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,6,1,7.61,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,23.08,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,6,1,7.61,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,<18.5 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,17.36,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,10,4,13.56,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,3.21,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,10,4,13.56,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,4.11,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,10,4,13.56,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,6.17,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,10,4,13.56,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,12.11,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,10,4,13.56,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,30.3,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,10,4,13.56,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,36.78,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,10,4,13.56,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,38.83,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,10,4,13.56,representative,NA,NA,NA,Industrial area,Maternal pre-pregnancy BMI,≥30 kg/m²,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,25.63,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,69,12,18.58,representative,NA,NA,NA,Industrial area,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,2.35,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,69,12,18.58,representative,NA,NA,NA,Industrial area,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,4.14,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,69,12,18.58,representative,NA,NA,NA,Industrial area,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,14.02,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,69,12,18.58,representative,NA,NA,NA,Industrial area,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,23.81,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,69,12,18.58,representative,NA,NA,NA,Industrial area,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,35.71,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,69,12,18.58,representative,NA,NA,NA,Industrial area,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,43.09,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,90 Percentile,69,12,18.58,representative,NA,NA,NA,Industrial area,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,111.11,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Maximum,69,12,18.58,representative,NA,NA,NA,Industrial area,Sex,Female,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,24.34,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Mean,67,9,16.43,representative,NA,NA,NA,Industrial area,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,3.23,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,Minimum,67,9,16.43,representative,NA,NA,NA,Industrial area,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,6.71,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,10 Percentile,67,9,16.43,representative,NA,NA,NA,Industrial area,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,13.92,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,25 Percentile,67,9,16.43,representative,NA,NA,NA,Industrial area,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,19.87,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,50 Percentile,67,9,16.43,representative,NA,NA,NA,Industrial area,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
pcb 180,35065-29-3,BEL,Belgium,Industrial area,NA,30.56,ng/g lipid,2002/01-2004/01,NA,20,Human (Cord Blood),cord plasma fat,statistic,75 Percentile,67,9,16.43,representative,NA,NA,NA,Industrial area,Sex,Male,FLEHSI,NA,2020,FLEHS_Aggregate.csv,
