Chemical Name,CAS Number,Country Code,Country Name,Sample Source Code,Sample Source Name,Concentration Value,Unit of Measure,Sampling Date,LOD,LOQ,Media,Level of Aggregation,Statistic Name,Number of Samples,Samples Below LOQ,Percentage of Samples >= LOD,Position,Latitude,Longitude,Location Name,Compound,Cohort Code,Cohort Name,Determinant Name,Determinant Value,Sample Type,Confidence Interval,IPCheM QC,PulledDate,FileName,QA_Concerns
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,0.09,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 10,25,8,68,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,24 hour,0.57-2.99,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,1.12,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 50,25,8,68,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,24 hour,0.57-2.99,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,43.9,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 95,25,8,68,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,24 hour,0.57-2.99,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,10.4,ng/mL,2007,0.18,NA,Human (Urine),statistic,Mean,73,29,60.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,24 hour,0.6-1.56,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,0.09,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 10,73,29,60.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,24 hour,0.6-1.56,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,3.56,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 75,73,29,60.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,24 hour,0.6-1.56,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,38.3,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 95,73,29,60.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,24 hour,0.6-1.56,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,0.09,ng/mL,2007,0.18,NA,Human (Urine),statistic,Minimum,31,9,71,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,24 hour,0.9-4.76,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,0.09,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 10,31,9,71,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,24 hour,0.9-4.76,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,15.2,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 75,31,9,71,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,24 hour,0.9-4.76,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,81.5,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 95,31,9,71,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,24 hour,0.9-4.76,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,3.34,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 75,65,26,60,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,0.51-1.21,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,0.09,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 10,65,26,60,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,0.51-1.21,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,0.09,ng/mL,2007,0.18,NA,Human (Urine),statistic,Minimum,65,26,60,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,0.51-1.21,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,23.4,ng/mL,2011 - 2012,0.18,NA,Human (Urine),statistic,Mean,565,169,70.1,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,1.77-2.63,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,646,ng/mL,2011 - 2012,0.18,NA,Human (Urine),statistic,Maximum,565,169,70.1,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,1.77-2.63,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,2.32,ng/mL,2011 - 2012,0.18,NA,Human (Urine),statistic,Percentile 50,565,169,70.1,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,1.77-2.63,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,133.2,ng/mL,2011 - 2012,0.18,NA,Human (Urine),statistic,Percentile 95,565,169,70.1,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,1.77-2.63,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,46.2,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 95,129,46,64.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,0.85-1.77,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,1.02,ng/mL,2007,0.18,NA,Human (Urine),statistic,Percentile 50,129,46,64.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,0.85-1.77,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,331,ng/mL,2007,0.18,NA,Human (Urine),statistic,Maximum,129,46,64.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,0.85-1.77,NA,2020,Danish HBM.csv,
n-propyl paraben,94-13-3,DNK,Denmark,DNK,NA,10.4,ng/mL,2007,0.18,NA,Human (Urine),statistic,Mean,129,46,64.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,0.85-1.77,NA,2020,Danish HBM.csv,
propyl paraben isomers,NA,DNK,Denmark,DNK,NA,0.09,ng/mL,2006 - 2007,0.18,NA,Human (Urine),statistic,Minimum,848,244,71.2,representative,NA,NA,NA,SUM OF iso-propyl paraben AND n-propyl paraben,1,Children,Total,4-9 years,Spot,0.89-1.17,NA,2020,Danish HBM.csv,
propyl paraben isomers,NA,DNK,Denmark,DNK,NA,0.09,ng/mL,2006 - 2007,0.18,NA,Human (Urine),statistic,Percentile 10,848,244,71.2,representative,NA,NA,NA,SUM OF iso-propyl paraben AND n-propyl paraben,1,Children,Total,4-9 years,Spot,0.89-1.17,NA,2020,Danish HBM.csv,
propyl paraben isomers,NA,DNK,Denmark,DNK,NA,3.76,ng/mL,2006 - 2007,0.18,NA,Human (Urine),statistic,Percentile 75,848,244,71.2,representative,NA,NA,NA,SUM OF iso-propyl paraben AND n-propyl paraben,1,Children,Total,4-9 years,Spot,0.89-1.17,NA,2020,Danish HBM.csv,
propyl paraben isomers,NA,DNK,Denmark,DNK,NA,1.02,ng/mL,2006 - 2007,0.18,NA,Human (Urine),statistic,Geometric Mean,848,244,71.2,representative,NA,NA,NA,SUM OF iso-propyl paraben AND n-propyl paraben,1,Children,Total,4-9 years,Spot,0.89-1.17,NA,2020,Danish HBM.csv,
propyl paraben isomers,NA,DNK,Denmark,DNK,NA,0.09,ng/mL,2006 - 2007,0.18,NA,Human (Urine),statistic,Minimum,506,149,70.6,representative,NA,NA,NA,SUM OF iso-propyl paraben AND n-propyl paraben,1,Children,Gender,Males,Spot,0.86-1.21,NA,2020,Danish HBM.csv,
propyl paraben isomers,NA,DNK,Denmark,DNK,NA,0.09,ng/mL,2006 - 2007,0.18,NA,Human (Urine),statistic,Percentile 25,506,149,70.6,representative,NA,NA,NA,SUM OF iso-propyl paraben AND n-propyl paraben,1,Children,Gender,Males,Spot,0.86-1.21,NA,2020,Danish HBM.csv,
propyl paraben isomers,NA,DNK,Denmark,DNK,NA,3.63,ng/mL,2006 - 2007,0.18,NA,Human (Urine),statistic,Percentile 75,506,149,70.6,representative,NA,NA,NA,SUM OF iso-propyl paraben AND n-propyl paraben,1,Children,Gender,Males,Spot,0.86-1.21,NA,2020,Danish HBM.csv,
propyl paraben isomers,NA,DNK,Denmark,DNK,NA,23.8,ng/mL,2006 - 2007,0.18,NA,Human (Urine),statistic,Mean,342,95,72.2,representative,NA,NA,NA,SUM OF iso-propyl paraben AND n-propyl paraben,1,Children,Gender,Females,Spot,0.83-1.26,NA,2020,Danish HBM.csv,
propyl paraben isomers,NA,DNK,Denmark,DNK,NA,2201,ng/mL,2006 - 2007,0.18,NA,Human (Urine),statistic,Maximum,342,95,72.2,representative,NA,NA,NA,SUM OF iso-propyl paraben AND n-propyl paraben,1,Children,Gender,Females,Spot,0.83-1.26,NA,2020,Danish HBM.csv,
propyl paraben isomers,NA,DNK,Denmark,DNK,NA,0.09,ng/mL,2006 - 2007,0.18,NA,Human (Urine),statistic,Percentile 25,342,95,72.2,representative,NA,NA,NA,SUM OF iso-propyl paraben AND n-propyl paraben,1,Children,Gender,Females,Spot,0.83-1.26,NA,2020,Danish HBM.csv,
propyl paraben isomers,NA,DNK,Denmark,DNK,NA,15.5,ng/mL,2006 - 2007,0.18,NA,Human (Urine),statistic,Percentile 90,342,95,72.2,representative,NA,NA,NA,SUM OF iso-propyl paraben AND n-propyl paraben,1,Children,Gender,Females,Spot,0.83-1.26,NA,2020,Danish HBM.csv,
propyl paraben isomers,NA,DNK,Denmark,DNK,NA,1.02,ng/mL,2006 - 2007,0.18,NA,Human (Urine),statistic,Geometric Mean,342,95,72.2,representative,NA,NA,NA,SUM OF iso-propyl paraben AND n-propyl paraben,1,Children,Gender,Females,Spot,0.83-1.26,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.005,ng/mL,2007,0.01,NA,Human (Urine),statistic,Percentile 10,64,29,54.7,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.04,ng/mL,2007,0.01,NA,Human (Urine),statistic,Geometric Mean,64,29,54.7,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.005,ng/mL,2007,0.01,NA,Human (Urine),statistic,Minimum,25,13,48,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.005,ng/mL,2007,0.01,NA,Human (Urine),statistic,Percentile 25,25,13,48,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.63,ng/mL,2007,0.01,NA,Human (Urine),statistic,Percentile 90,25,13,48,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.03,ng/mL,2007,0.01,NA,Human (Urine),statistic,Geometric Mean,25,13,48,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,1.71,ng/mL,2007,0.01,NA,Human (Urine),statistic,Maximum,73,33,54.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.04,ng/mL,2007,0.01,NA,Human (Urine),statistic,Percentile 50,73,33,54.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.64,ng/mL,2007,0.01,NA,Human (Urine),statistic,Percentile 90,73,33,54.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.16,ng/mL,2007,0.01,NA,Human (Urine),statistic,Mean,31,13,58.1,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.53,ng/mL,2007,0.01,NA,Human (Urine),statistic,Percentile 90,31,13,58.1,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.005,ng/mL,2007,0.01,NA,Human (Urine),statistic,Percentile 25,31,13,58.1,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,1.19,ng/mL,2007,0.01,NA,Human (Urine),statistic,Maximum,31,13,58.1,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.005,ng/mL,2011 - 2012,0.01,NA,Human (Urine),statistic,Percentile 10,565,462,18.2,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.13,ng/mL,2011 - 2012,0.01,NA,Human (Urine),statistic,Percentile 90,565,462,18.2,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,1.56,ng/mL,2007 - 2009,0.01,NA,Human (Urine),statistic,Maximum,309,257,16.8,representative,NA,NA,NA,NA,3,Young Men,NA,NA,Spot,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.005,ng/mL,2007,0.01,NA,Human (Urine),statistic,Percentile 25,129,59,54.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.18,ng/mL,2007,0.01,NA,Human (Urine),statistic,Mean,129,59,54.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.53,ng/mL,2007,0.01,NA,Human (Urine),statistic,Percentile 90,129,59,54.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.04,ng/mL,2007,0.01,NA,Human (Urine),statistic,Geometric Mean,129,59,54.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,1.71,ng/mL,2007,0.01,NA,Human (Urine),statistic,Maximum,65,30,53.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.02,ng/mL,2007,0.01,NA,Human (Urine),statistic,Percentile 50,65,30,53.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.51,ng/mL,2007,0.01,NA,Human (Urine),statistic,Percentile 90,65,30,53.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,NA,NA,2020,Danish HBM.csv,
triclocarban,101-20-2,DNK,Denmark,DNK,NA,0.21,ng/mL,2007,0.01,NA,Human (Urine),statistic,Mean,64,29,54.7,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,24 hour,NA,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,2275,ng/mL,2007 - 2009,0.06,NA,Human (Urine),statistic,Maximum,309,9,97.1,representative,NA,NA,NA,NA,3,Young Men,NA,NA,Spot,2.98-5.14,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,7.38,ng/mL,2007,0.06,NA,Human (Urine),statistic,Geometric Mean,31,1,96.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,24 hour,3.12-17.5,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,61.1,ng/mL,2007,0.06,NA,Human (Urine),statistic,Percentile 75,31,1,96.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,24 hour,3.12-17.5,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,0.03,ng/mL,2007,0.06,NA,Human (Urine),statistic,Minimum,31,1,96.8,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,14-20 years,24 hour,3.12-17.5,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,2.37,ng/mL,2007,0.06,NA,Human (Urine),statistic,Geometric Mean,73,4,94.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,24 hour,1.42-3.95,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,7.26,ng/mL,2007,0.06,NA,Human (Urine),statistic,Percentile 75,73,4,94.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,24 hour,1.42-3.95,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,0.51,ng/mL,2007,0.06,NA,Human (Urine),statistic,Percentile 25,73,4,94.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,24 hour,1.42-3.95,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,0.03,ng/mL,2007,0.06,NA,Human (Urine),statistic,Minimum,73,4,94.5,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,10-13 years,24 hour,1.42-3.95,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,670,ng/mL,2007,0.06,NA,Human (Urine),statistic,Percentile 95,25,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,24 hour,0.51-1.98,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,1.48,ng/mL,2007,0.06,NA,Human (Urine),statistic,Percentile 75,25,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,24 hour,0.51-1.98,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,0.29,ng/mL,2007,0.06,NA,Human (Urine),statistic,Percentile 10,25,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,24 hour,0.51-1.98,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,39.2,ng/mL,2007,0.06,NA,Human (Urine),statistic,Mean,25,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Age group,5-9 years,24 hour,0.51-1.98,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,427,ng/mL,2007,0.06,NA,Human (Urine),statistic,Percentile 95,64,3,95.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,24 hour,1.45-4.39,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,1.37,ng/mL,2007,0.06,NA,Human (Urine),statistic,Percentile 50,64,3,95.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,24 hour,1.45-4.39,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,0.32,ng/mL,2007,0.06,NA,Human (Urine),statistic,Percentile 10,64,3,95.3,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,24 hour,1.45-4.39,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,127,ng/mL,2007,0.06,NA,Human (Urine),statistic,Percentile 90,65,2,96.9,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,1.57-4.81,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,0.59,ng/mL,2007,0.06,NA,Human (Urine),statistic,Percentile 25,65,2,96.9,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,1.57-4.81,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,955,ng/mL,2007,0.06,NA,Human (Urine),statistic,Maximum,65,2,96.9,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,1.57-4.81,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,2.64,ng/mL,2007,0.06,NA,Human (Urine),statistic,Geometric Mean,129,5,96.1,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,1.79-3.88,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,955,ng/mL,2007,0.06,NA,Human (Urine),statistic,Maximum,129,5,96.1,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,1.79-3.88,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,44.8,ng/mL,2007,0.06,NA,Human (Urine),statistic,Mean,129,5,96.1,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,1.79-3.88,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,378,ng/mL,2007,0.06,NA,Human (Urine),statistic,Percentile 95,129,5,96.1,representative,NA,NA,NA,NA,2,Children and Adolescents,Total,NA,24 hour,1.79-3.88,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,411,ng/mL,2011 - 2012,0.06,NA,Human (Urine),statistic,Percentile 95,565,93,83.5,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,0.97-1.5,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,3.21,ng/mL,2011 - 2012,0.06,NA,Human (Urine),statistic,Percentile 75,565,93,83.5,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,0.97-1.5,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,0.03,ng/mL,2011 - 2012,0.06,NA,Human (Urine),statistic,Percentile 10,565,93,83.5,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,0.97-1.5,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,0.03,ng/mL,2011 - 2012,0.06,NA,Human (Urine),statistic,Minimum,565,93,83.5,representative,NA,NA,NA,NA,4,Pregnant Women,NA,NA,Spot,0.97-1.5,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,377,ng/mL,2007 - 2009,0.06,NA,Human (Urine),statistic,Percentile 95,309,9,97.1,representative,NA,NA,NA,NA,3,Young Men,NA,NA,Spot,2.98-5.14,NA,2020,Danish HBM.csv,
triclosan,3380-34-5,DNK,Denmark,DNK,NA,2.64,ng/mL,2007 - 2009,0.06,NA,Human (Urine),statistic,Percentile 50,309,9,97.1,representative,NA,NA,NA,NA,3,Young Men,NA,NA,Spot,2.98-5.14,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,6.12,ng/mL,2007,0.24,NA,Human (Urine),statistic,Minimum,65,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,25.6-37.9,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,12,ng/mL,2007,0.24,NA,Human (Urine),statistic,Percentile 10,65,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,25.6-37.9,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,26.7,ng/mL,2007,0.24,NA,Human (Urine),statistic,Percentile 50,65,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,25.6-37.9,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,51.6,ng/mL,2007,0.24,NA,Human (Urine),statistic,Percentile 75,65,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,25.6-37.9,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,164,ng/mL,2007,0.24,NA,Human (Urine),statistic,Percentile 95,65,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,25.6-37.9,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,31.1,ng/mL,2007,0.24,NA,Human (Urine),statistic,Geometric Mean,65,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Males,24 hour,25.6-37.9,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,4.92,ng/mL,2007,0.24,NA,Human (Urine),statistic,Minimum,64,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,24 hour,27.4-46.7,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,10.5,ng/mL,2007,0.24,NA,Human (Urine),statistic,Percentile 10,64,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,24 hour,27.4-46.7,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,15.9,ng/mL,2007,0.24,NA,Human (Urine),statistic,Percentile 25,64,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,24 hour,27.4-46.7,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,65.1,ng/mL,2007,0.24,NA,Human (Urine),statistic,Percentile 75,64,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,24 hour,27.4-46.7,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,376,ng/mL,2007,0.24,NA,Human (Urine),statistic,Percentile 95,64,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,24 hour,27.4-46.7,NA,2020,Danish HBM.csv,
monoethyl phthalate,2306-33-4,DNK,Denmark,DNK,NA,35.8,ng/mL,2007,0.24,NA,Human (Urine),statistic,Geometric Mean,64,0,100,representative,NA,NA,NA,NA,2,Children and Adolescents,Gender,Females,24 hour,27.4-46.7,NA,2020,Danish HBM.csv,
